Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_to_Pickup_Minutes,Order_Day,Order_DayName,Order_Month
26,4.6,Cloudy,Low ,motorcycle ,Other,100.0,Home,22.991731383953567,15.0,31,Thursday,3
37,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,105.0,Pet Supplies,9.296713942100281,5.0,3,Thursday,3
20,4.9,Cloudy,Low ,scooter ,Metropolitian ,135.0,Jewelry,24.031775270041678,5.0,6,Wednesday,4
35,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,240.0,Shoes,9.307994788103352,5.0,19,Saturday,3
24,4.6,Cloudy,Low ,scooter ,Urban ,55.0,Toys,3.0683280907462342,15.0,15,Tuesday,3
24,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,140.0,Toys,16.695143788849723,5.0,8,Tuesday,3
39,4.8,Stormy,Jam ,scooter ,Metropolitian ,145.0,Outdoors,20.13785787559357,5.0,2,Saturday,4
25,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,165.0,Apparel,5.679912038744768,10.0,15,Tuesday,3
38,5.0,Sunny,Low ,motorcycle ,Metropolitian ,110.0,Toys,20.755883340140397,10.0,17,Thursday,2
29,4.8,Windy,Jam ,motorcycle ,Metropolitian ,125.0,Snacks,24.031775270041678,10.0,18,Friday,2
20,4.7,Stormy,Low ,motorcycle ,Metropolitian ,60.0,Clothing,10.737869262532707,5.0,23,Wednesday,3
28,4.5,Sunny,Jam ,scooter ,Urban ,95.0,Pet Supplies,7.74763816269579,5.0,1,Tuesday,3
21,4.7,Fog,Medium ,scooter ,Metropolitian ,170.0,Cosmetics,12.062127236424773,10.0,12,Saturday,2
29,4.8,Windy,Jam ,scooter ,Metropolitian ,125.0,Apparel,19.849664698188136,10.0,4,Monday,4
23,4.9,Stormy,Medium ,motorcycle ,Metropolitian ,85.0,Electronics,13.391515800864783,15.0,23,Wednesday,3
31,4.7,Sunny,Medium ,scooter ,Urban ,95.0,Sports,6.11868873655339,15.0,17,Thursday,3
28,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,95.0,Pet Supplies,1.5549425189079678,5.0,1,Friday,4
32,4.5,Fog,Low ,scooter ,Urban ,90.0,Snacks,3.035926030506786,5.0,5,Saturday,3
23,4.5,Fog,Medium ,scooter ,Metropolitian ,50.0,Kitchen,4.530955587841242,15.0,30,Wednesday,3
26,4.2,Fog,Jam ,motorcycle ,Urban ,165.0,Kitchen,12.2359681215466,15.0,29,Tuesday,3
32,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,170.0,Sports,9.24631528850559,5.0,11,Friday,2
22,3.6,Sunny,Jam ,motorcycle ,Urban ,40.0,Grocery,9.297712540601415,15.0,15,Tuesday,3
36,4.8,Sunny,Jam ,motorcycle ,Urban ,110.0,Skincare,4.530955587841242,15.0,19,Saturday,3
39,4.9,Sandstorms,Medium ,scooter ,Metropolitian ,140.0,Cosmetics,19.071935388886743,10.0,14,Monday,2
27,4.8,Fog,Medium ,motorcycle ,Metropolitian ,135.0,Snacks,6.1977399151548,5.0,3,Thursday,3
29,4.6,Windy,Jam ,scooter ,Metropolitian ,120.0,Books,17.06389883948774,5.0,10,Thursday,3
32,5.0,Sandstorms,Medium ,motorcycle ,Urban ,160.0,Toys,13.946382240928294,5.0,4,Monday,4
38,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,170.0,Clothing,4.790529529605164,5.0,11,Friday,2
21,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,135.0,Shoes,24.031775270041678,5.0,18,Friday,2
26,4.7,Stormy,Jam ,scooter ,Metropolitian ,145.0,Sports,12.410591952624213,5.0,8,Tuesday,3
34,4.7,Fog,Medium ,motorcycle ,Metropolitian ,75.0,Apparel,6.197821963200788,10.0,1,Tuesday,3
31,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,125.0,Toys,21.762350253657587,10.0,15,Tuesday,3
28,4.6,Fog,Low ,motorcycle ,Metropolitian ,95.0,Clothing,7.647576369764891,10.0,28,Monday,3
32,4.2,Sandstorms,Medium ,motorcycle ,Metropolitian ,185.0,Pet Supplies,12.438508883723854,10.0,23,Wednesday,3
39,4.8,Cloudy,High ,scooter ,Urban ,150.0,Pet Supplies,6.04986520230874,5.0,3,Thursday,3
25,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,95.0,Apparel,12.410450496478731,10.0,20,Sunday,3
29,4.5,Windy,Low ,motorcycle ,Other,60.0,Shoes,13.377332859549806,5.0,16,Wednesday,2
26,4.5,Stormy,Low ,scooter ,Metropolitian ,70.0,Skincare,20.212460530271784,15.0,25,Friday,3
37,4.3,Windy,High ,scooter ,Metropolitian ,165.0,Snacks,20.844056260167147,10.0,21,Monday,3
34,4.8,Fog,Jam ,scooter ,Metropolitian ,145.0,Kitchen,9.295378519274944,5.0,3,Sunday,4
28,4.8,Stormy,Medium ,scooter ,Metropolitian ,130.0,Books,7.748168037038757,5.0,30,Wednesday,3
25,4.5,Stormy,Jam ,scooter ,Metropolitian ,105.0,Kitchen,4.601979037855995,5.0,11,Friday,3
21,4.7,Fog,High ,scooter ,Metropolitian ,140.0,Snacks,6.219597650999593,15.0,3,Sunday,4
27,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,50.0,Sports,9.979315414451534,10.0,23,Wednesday,3
15,1.0,Fog,Low ,motorcycle ,Metropolitian ,195.0,Clothing,7.634172816143166,10.0,30,Wednesday,3
29,4.9,Sunny,Jam ,motorcycle ,Metropolitian ,95.0,Pet Supplies,13.740932234405253,5.0,4,Friday,3
22,4.5,Windy,Jam ,motorcycle ,Metropolitian ,85.0,Apparel,19.849664698188136,10.0,31,Thursday,3
29,4.9,Sunny,Low ,scooter ,Metropolitian ,110.0,Electronics,9.308007883296778,15.0,21,Monday,3
23,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,145.0,Sports,20.211739411617963,5.0,25,Friday,3
37,4.5,Windy,Low ,scooter ,Metropolitian ,140.0,Toys,1.507297708138871,5.0,28,Monday,3
20,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,115.0,Toys,16.79174975722801,10.0,2,Wednesday,3
31,4.8,Windy,Low ,motorcycle ,Metropolitian ,115.0,Books,10.666317245153317,10.0,16,Wednesday,2
37,4.6,Cloudy,Low ,scooter ,Metropolitian ,140.0,Outdoors,20.14112443663039,15.0,10,Thursday,3
37,4.5,Windy,Jam ,motorcycle ,Metropolitian ,195.0,Toys,16.873857560165685,10.0,29,Tuesday,3
29,4.9,Windy,Jam ,motorcycle ,Other,90.0,Shoes,20.535952291265318,5.0,12,Saturday,2
32,4.5,Windy,Jam ,scooter ,Urban ,140.0,Clothing,16.6106931151329,15.0,4,Monday,4
26,4.5,Fog,Jam ,motorcycle ,Metropolitian ,115.0,Books,8.804292766422538,10.0,17,Thursday,2
36,4.6,Sunny,Jam ,scooter ,Metropolitian ,105.0,Home,13.397932459617602,10.0,27,Sunday,3
27,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,22.0,Grocery,6.0498690649436355,5.0,13,Sunday,3
29,4.0,Fog,Medium ,scooter ,Metropolitian ,170.0,Toys,12.393366266349965,15.0,2,Saturday,4
39,4.6,Fog,Low ,scooter ,Metropolitian ,95.0,Clothing,3.0206869079039604,10.0,5,Saturday,3
28,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,210.0,Pet Supplies,12.234095574157156,15.0,10,Thursday,3
27,5.0,Sunny,Jam ,scooter ,Urban ,60.0,Electronics,9.32899599009658,5.0,15,Tuesday,3
37,4.1,Stormy,Jam ,motorcycle ,Metropolitian ,200.0,Clothing,12.216036309455992,15.0,4,Friday,3
30,5.0,Fog,Low ,motorcycle ,Metropolitian ,215.0,Electronics,12.2709972173604,15.0,18,Friday,3
31,4.9,Sunny,Low ,scooter ,Metropolitian ,90.0,Snacks,6.0315360100811874,10.0,21,Monday,3
21,4.8,Windy,Medium ,motorcycle ,Metropolitian ,110.0,Sports,6.20545250887856,5.0,1,Friday,4
39,3.8,Windy,Jam ,motorcycle ,Metropolitian ,190.0,Books,13.962104738452698,15.0,2,Wednesday,3
35,4.8,Cloudy,Medium ,scooter ,Metropolitian ,95.0,Snacks,4.6489898561076926,15.0,21,Monday,3
20,4.9,Windy,Medium ,motorcycle ,Metropolitian ,165.0,Clothing,13.80458421027135,15.0,10,Thursday,3
33,4.6,Stormy,Low ,scooter ,Metropolitian ,24.0,Grocery,20.990188064096646,15.0,17,Thursday,2
26,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,195.0,Cosmetics,10.844889295136392,5.0,25,Friday,3
24,4.1,Fog,Jam ,scooter ,Metropolitian ,155.0,Outdoors,19.729375247155,5.0,12,Saturday,3
37,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,150.0,Skincare,10.41782944421728,5.0,6,Wednesday,4
23,4.8,Windy,Low ,scooter ,Metropolitian ,50.0,Clothing,3.790059683994986,15.0,15,Tuesday,2
37,3.9,Stormy,Jam ,scooter ,Metropolitian ,185.0,Home,10.845941272791444,15.0,6,Sunday,3
36,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,115.0,Clothing,1.5295675788938714,10.0,5,Tuesday,4
36,4.6,Cloudy,Low ,scooter ,Metropolitian ,95.0,Snacks,1.5295675788938714,10.0,7,Monday,3
31,4.6,Cloudy,Low ,scooter ,Metropolitian ,135.0,Pet Supplies,11.903260418531733,10.0,6,Wednesday,4
30,3.9,Stormy,Medium ,scooter ,Metropolitian ,170.0,Skincare,20.13785787559357,15.0,6,Sunday,3
25,4.9,Sandstorms,High ,motorcycle ,Other,90.0,Skincare,6.040951297577269,10.0,9,Wednesday,3
26,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,110.0,Pet Supplies,4.488495661270196,5.0,17,Thursday,2
38,4.2,Fog,Low ,motorcycle ,Metropolitian ,200.0,Electronics,10.844300621894396,5.0,18,Friday,3
37,4.8,Stormy,Low ,motorcycle ,Metropolitian ,125.0,Toys,1.5549575617693234,5.0,24,Thursday,3
27,4.7,Fog,Medium ,scooter ,Urban ,75.0,Clothing,4.6238741278587145,5.0,17,Thursday,2
25,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,80.0,Snacks,7.6691306579248995,15.0,3,Thursday,3
30,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,135.0,Apparel,17.102456375509604,5.0,10,Thursday,3
32,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,225.0,Shoes,20.807589293000795,5.0,12,Saturday,2
32,4.8,Fog,Low ,motorcycle ,Urban ,145.0,Apparel,4.463835175285589,5.0,5,Tuesday,4
28,4.8,Fog,Jam ,scooter ,Metropolitian ,130.0,Kitchen,8.927712060693983,5.0,9,Wednesday,3
24,4.8,Fog,Medium ,van,Urban ,65.0,Skincare,8.927404257514164,10.0,3,Thursday,3
34,4.9,Windy,Low ,scooter ,Metropolitian ,130.0,Toys,21.762350253657587,10.0,13,Sunday,2
33,4.5,Stormy,High ,motorcycle ,Metropolitian ,135.0,Home,6.205284711948613,10.0,1,Tuesday,3
37,5.0,Stormy,High ,motorcycle ,Metropolitian ,150.0,Skincare,1.5341125401528892,10.0,19,Saturday,3
37,4.6,Fog,Low ,motorcycle ,Metropolitian ,24.0,Grocery,9.329348795430038,5.0,19,Saturday,3
21,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,110.0,Books,10.844828262382942,5.0,18,Friday,3
36,4.5,Windy,Medium ,scooter ,Other,145.0,Apparel,4.6646127412632294,15.0,13,Sunday,3
23,4.3,Cloudy,Medium ,scooter ,Metropolitian ,160.0,Clothing,19.630777254614774,5.0,6,Wednesday,4
38,4.8,Sunny,Jam ,van,Metropolitian ,75.0,Outdoors,7.774277168534271,15.0,5,Saturday,3
25,4.6,Cloudy,Low ,scooter ,Metropolitian ,100.0,Shoes,10.844094035055107,5.0,6,Wednesday,4
20,4.6,Stormy,Jam ,scooter ,Metropolitian ,80.0,Shoes,7.6705511567506495,15.0,28,Monday,3
25,4.9,Cloudy,Low ,van,Urban ,100.0,Snacks,12.098893522085644,10.0,16,Wednesday,3
26,4.7,Stormy,Medium ,scooter ,Metropolitian ,100.0,Snacks,7.746079097377241,5.0,30,Wednesday,3
20,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,50.0,Clothing,10.41513064614557,15.0,20,Sunday,3
28,4.9,Sunny,Medium ,scooter ,Urban ,55.0,Toys,12.41072807381783,15.0,23,Wednesday,3
20,4.9,Fog,Low ,motorcycle ,Metropolitian ,115.0,Sports,3128.8515977184834,10.0,13,Sunday,2
39,4.7,Sunny,Jam ,motorcycle ,Urban ,100.0,Home,20.990188064096646,10.0,21,Monday,3
26,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,17.0,Grocery,10.24678087188797,10.0,16,Wednesday,2
37,4.9,Stormy,Medium ,motorcycle ,Metropolitian ,145.0,Home,4.79052697229394,10.0,15,Tuesday,2
27,4.3,Sandstorms,Jam ,motorcycle ,Metropolitian ,180.0,Outdoors,4.67235968591093,15.0,17,Thursday,2
20,4.5,Fog,Jam ,motorcycle ,Metropolitian ,190.0,Cosmetics,22.124522687009016,5.0,18,Friday,3
35,4.3,Sandstorms,High ,motorcycle ,Metropolitian ,215.0,Toys,20.755883340140397,15.0,11,Friday,2
21,4.2,Fog,Medium ,scooter ,Metropolitian ,185.0,Kitchen,19.024912295020425,15.0,12,Saturday,2
39,4.4,Fog,Low ,motorcycle ,Metropolitian ,210.0,Pet Supplies,19.372733808404323,10.0,16,Wednesday,2
37,4.1,Windy,Jam ,motorcycle ,Metropolitian ,265.0,Home,16.63516797493241,5.0,6,Wednesday,4
38,4.5,Windy,Jam ,van,Metropolitian ,140.0,Electronics,9.308662119355633,5.0,9,Wednesday,3
22,4.7,Fog,Medium ,scooter ,Urban ,13.0,Grocery,9.176411719332265,15.0,3,Thursday,3
27,4.8,Sandstorms,Medium ,scooter ,Metropolitian ,120.0,Clothing,16.612811401643963,5.0,31,Thursday,3
24,4.9,Sunny,High ,van,Metropolitian ,85.0,Kitchen,3.0589705915603402,10.0,5,Tuesday,4
24,4.7,Windy,Low ,motorcycle ,Metropolitian ,95.0,Snacks,24.031775270041678,15.0,16,Wednesday,2
37,4.9,Sunny,High ,motorcycle ,Metropolitian ,115.0,Toys,6.205124725899398,10.0,3,Thursday,3
38,4.5,Sunny,Medium ,scooter ,Metropolitian ,110.0,Skincare,4.601596715849004,15.0,28,Monday,3
34,4.7,Sandstorms,Low ,motorcycle ,Urban ,110.0,Cosmetics,1.4904997895635337,10.0,13,Sunday,2
29,4.8,Cloudy,Low ,motorcycle ,Urban ,135.0,Toys,24.031775270041678,10.0,2,Wednesday,3
21,4.8,Stormy,Medium ,scooter ,Metropolitian ,85.0,Clothing,16.873028456138556,5.0,6,Wednesday,4
26,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,115.0,Kitchen,9.062116557948446,10.0,5,Tuesday,4
27,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,240.0,Jewelry,13.569537884725447,10.0,12,Saturday,2
28,4.4,Windy,High ,motorcycle ,Urban ,160.0,Pet Supplies,4.790474048037432,10.0,13,Sunday,2
30,4.9,Fog,Medium ,scooter ,Metropolitian ,75.0,Sports,6.20541663672186,15.0,17,Thursday,3
38,4.5,Sandstorms,Low ,scooter ,Metropolitian ,26.0,Grocery,2.2153982116183166,15.0,15,Tuesday,3
36,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,95.0,Snacks,21.451121148675174,5.0,5,Tuesday,4
24,4.8,Cloudy,Medium ,scooter ,Urban ,70.0,Cosmetics,21.1930798614046,10.0,15,Tuesday,2
23,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,105.0,Clothing,13.739189928025109,15.0,8,Tuesday,3
34,5.0,Sandstorms,Low ,scooter ,Metropolitian ,75.0,Kitchen,19.44658179178909,10.0,12,Saturday,2
38,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,185.0,Electronics,8.97684824303646,10.0,17,Thursday,2
24,4.4,Stormy,Low ,motorcycle ,Metropolitian ,130.0,Shoes,20.755883340140397,10.0,15,Tuesday,3
27,4.1,Cloudy,Jam ,van,Metropolitian ,195.0,Kitchen,13.660293072377398,15.0,2,Saturday,4
35,4.0,Windy,Medium ,motorcycle ,Metropolitian ,31.0,Grocery,12.271826004679728,10.0,14,Monday,3
22,4.1,Windy,Low ,motorcycle ,Metropolitian ,145.0,Snacks,9.061521496839395,15.0,3,Sunday,4
31,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,220.0,Shoes,13.805596388488004,5.0,2,Wednesday,3
37,4.7,Sunny,Low ,motorcycle ,Metropolitian ,120.0,Clothing,12.396259969898948,5.0,25,Friday,3
31,5.0,Stormy,Low ,motorcycle ,Metropolitian ,80.0,Apparel,19.939345878302397,15.0,12,Saturday,3
39,4.7,Stormy,Low ,scooter ,Metropolitian ,145.0,Snacks,10.666369820191116,5.0,12,Saturday,2
21,4.5,Sunny,High ,motorcycle ,Other,60.0,Skincare,1.4880566842227019,10.0,24,Thursday,3
36,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,125.0,Apparel,17.064688525146916,5.0,2,Wednesday,3
30,5.0,Sunny,Low ,scooter ,Urban ,120.0,Jewelry,12.272038962044778,15.0,6,Sunday,3
26,4.6,Fog,Jam ,motorcycle ,Metropolitian ,190.0,Outdoors,10.574953229197801,5.0,6,Sunday,3
36,3.7,Fog,Low ,scooter ,Metropolitian ,165.0,Apparel,16.37462198536497,5.0,4,Monday,4
38,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,40.0,Grocery,20.166599832051194,15.0,20,Sunday,3
23,4.6,Fog,Medium ,motorcycle ,Metropolitian ,140.0,Jewelry,6.219458576533027,5.0,21,Monday,3
22,4.9,Windy,Low ,motorcycle ,Metropolitian ,95.0,Skincare,3.0681593749537246,10.0,21,Monday,3
22,4.9,Cloudy,Low ,motorcycle ,Urban ,110.0,Outdoors,10.081471715521474,10.0,20,Sunday,3
31,4.8,Stormy,Low ,motorcycle ,Metropolitian ,130.0,Books,13.204780213869169,15.0,12,Saturday,2
23,4.6,Cloudy,Low ,scooter ,Metropolitian ,85.0,Pet Supplies,3.0983565220917844,5.0,3,Thursday,3
20,4.8,Windy,High ,motorcycle ,Metropolitian ,115.0,Shoes,6.071907624965715,10.0,21,Monday,3
36,4.6,Sandstorms,High ,motorcycle ,Metropolitian ,150.0,Clothing,1.5495268061685707,10.0,19,Saturday,3
29,4.7,Fog,High ,motorcycle ,Urban ,145.0,Apparel,3.098685081097561,10.0,5,Tuesday,4
35,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,26.0,Grocery,8.928237201172186,15.0,7,Monday,3
31,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,185.0,Skincare,22.535182388198077,5.0,6,Sunday,3
27,5.0,Stormy,Medium ,scooter ,Metropolitian ,125.0,Sports,16.823882005734124,5.0,10,Thursday,3
22,4.2,Stormy,Jam ,motorcycle ,Metropolitian ,165.0,Outdoors,10.736506622050817,5.0,10,Thursday,3
30,5.0,Sunny,Low ,scooter ,Metropolitian ,70.0,Clothing,20.844056260167147,10.0,13,Sunday,2
34,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,140.0,Outdoors,13.961941195387306,10.0,23,Wednesday,3
25,4.8,Cloudy,High ,motorcycle ,Metropolitian ,140.0,Books,20.755883340140397,5.0,17,Thursday,3
21,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,135.0,Cosmetics,6.107424091719353,5.0,3,Sunday,4
21,4.9,Fog,Low ,scooter ,Urban ,70.0,Shoes,1.5104773183409803,15.0,9,Wednesday,3
36,4.8,Windy,High ,scooter ,Metropolitian ,165.0,Clothing,5.951847295146883,5.0,9,Wednesday,3
37,4.6,Sunny,Jam ,scooter ,Metropolitian ,80.0,Skincare,4.588458640200588,5.0,26,Saturday,3
23,4.7,Stormy,Low ,motorcycle ,Urban ,13.0,Grocery,1.5179323327587648,15.0,1,Friday,4
24,4.9,Windy,Low ,scooter ,Urban ,50.0,Electronics,3.0982969038720354,5.0,1,Tuesday,3
30,4.9,Sunny,Low ,motorcycle ,Urban ,60.0,Jewelry,7.746223734595355,10.0,24,Thursday,3
22,4.9,Windy,Medium ,scooter ,Metropolitian ,105.0,Books,20.13824237750315,5.0,12,Saturday,3
39,4.8,Fog,Jam ,motorcycle ,Other,145.0,Sports,7.551343285025763,5.0,24,Thursday,3
32,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,100.0,Books,9.247171472897392,5.0,13,Sunday,2
23,4.9,Cloudy,Low ,scooter ,Metropolitian ,70.0,Electronics,6.662707241161605,10.0,24,Thursday,3
39,4.1,Sandstorms,Jam ,motorcycle ,Metropolitian ,170.0,Snacks,4.654235823749315,15.0,9,Wednesday,3
21,4.9,Fog,Low ,motorcycle ,Metropolitian ,105.0,Skincare,17.064639509884813,15.0,10,Thursday,3
25,4.5,Stormy,Low ,motorcycle ,Metropolitian ,75.0,Cosmetics,4.588712137571156,15.0,15,Tuesday,3
28,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,120.0,Sports,12.08162934703439,10.0,23,Wednesday,3
35,4.2,Fog,Low ,motorcycle ,Urban ,215.0,Outdoors,16.61120765560223,5.0,31,Thursday,3
30,4.1,Cloudy,Low ,scooter ,Urban ,185.0,Electronics,10.57168851775986,5.0,16,Wednesday,3
28,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,80.0,Shoes,9.142363942388402,10.0,15,Tuesday,2
21,4.0,Fog,Jam ,motorcycle ,Metropolitian ,165.0,Outdoors,4.537472452712269,10.0,28,Monday,3
36,4.8,Sunny,Low ,motorcycle ,Metropolitian ,135.0,Electronics,3.013958870983999,10.0,13,Sunday,3
20,4.5,Sunny,Medium ,motorcycle ,Other,100.0,Snacks,4.523951057005313,5.0,13,Sunday,2
35,4.7,Windy,Medium ,motorcycle ,Urban ,160.0,Jewelry,5.961907782004457,5.0,15,Tuesday,2
33,4.2,Windy,Jam ,motorcycle ,Metropolitian ,240.0,Clothing,19.93928818656503,5.0,27,Sunday,3
34,4.7,Cloudy,Jam ,scooter ,Metropolitian ,240.0,Home,11.738325118356856,10.0,16,Wednesday,2
23,4.2,Sandstorms,Medium ,motorcycle ,Metropolitian ,175.0,Toys,20.03138030126405,5.0,18,Friday,2
20,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,145.0,Kitchen,5.588045645602422,15.0,3,Thursday,3
26,4.7,Windy,Jam ,van,Metropolitian ,95.0,Toys,9.162284318257463,10.0,9,Wednesday,3
30,4.3,Sandstorms,Jam ,motorcycle ,Other,47.0,Grocery,4.531221864673841,5.0,13,Sunday,3
36,4.5,Windy,Medium ,motorcycle ,Urban ,125.0,Kitchen,9.329348795430038,10.0,30,Wednesday,3
33,4.8,Fog,Jam ,van,Urban ,195.0,Shoes,10.689320527996212,15.0,14,Monday,3
27,4.6,Cloudy,Medium ,scooter ,Urban ,95.0,Cosmetics,6.229536970523035,5.0,17,Thursday,2
24,4.9,Fog,Medium ,motorcycle ,Metropolitian ,175.0,Pet Supplies,13.592552633728841,10.0,20,Sunday,3
35,5.0,Windy,Medium ,motorcycle ,Metropolitian ,170.0,Pet Supplies,9.162884415747081,10.0,3,Sunday,4
37,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,145.0,Apparel,24.031775270041678,10.0,14,Monday,2
25,4.7,Sandstorms,Jam ,van,Urban ,75.0,Snacks,17.042860218698433,5.0,14,Monday,3
30,3.5,Windy,Jam ,scooter ,Metropolitian ,165.0,Cosmetics,19.65912018882126,5.0,23,Wednesday,3
27,4.6,Stormy,Low ,van,Metropolitian ,85.0,Kitchen,1.529664921805109,15.0,28,Monday,3
23,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,125.0,Snacks,4.648172911966466,5.0,9,Wednesday,3
28,4.9,Stormy,Jam ,scooter ,Metropolitian ,115.0,Toys,4.664751297747165,5.0,17,Thursday,3
35,4.8,Sandstorms,Jam ,motorcycle ,Metropolitian ,125.0,Toys,14.461229962383872,10.0,25,Friday,3
27,4.6,Stormy,Jam ,van,Metropolitian ,75.0,Home,4.553796163736113,5.0,24,Thursday,3
24,4.9,Sunny,Low ,motorcycle ,Metropolitian ,125.0,Books,16.611108704815376,5.0,25,Friday,3
38,4.9,Sandstorms,High ,scooter ,Metropolitian ,140.0,Electronics,6.136161459879009,5.0,28,Monday,3
35,4.3,Fog,High ,motorcycle ,Metropolitian ,165.0,Kitchen,6.049844084741428,10.0,9,Wednesday,3
39,4.5,Fog,Medium ,motorcycle ,Metropolitian ,80.0,Skincare,7.645714859545969,10.0,3,Thursday,3
36,4.7,Fog,Low ,motorcycle ,Metropolitian ,125.0,Shoes,7.774617817969158,5.0,19,Saturday,3
25,4.5,Cloudy,Medium ,motorcycle ,Metropolitian ,145.0,Books,19.6593440522741,15.0,10,Thursday,3
28,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,125.0,Cosmetics,21.762350253657587,10.0,15,Tuesday,3
25,4.8,Sandstorms,Jam ,van,Urban ,70.0,Sports,8.927537676383597,15.0,26,Saturday,3
38,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,125.0,Outdoors,6.1977399151548,15.0,28,Monday,3
38,4.7,Windy,High ,motorcycle ,Metropolitian ,130.0,Pet Supplies,1.5341836727606684,10.0,3,Sunday,4
21,4.8,Windy,High ,motorcycle ,Metropolitian ,130.0,Pet Supplies,20.755883340140397,5.0,17,Thursday,2
22,5.0,Windy,High ,van,Urban ,50.0,Books,6.198355147985307,5.0,15,Tuesday,3
20,5.0,Stormy,Medium ,van,Urban ,115.0,Electronics,16.696491882097586,10.0,14,Monday,3
28,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,13.0,Grocery,21.451121148675174,5.0,7,Monday,3
24,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,210.0,Cosmetics,19.321623572921617,5.0,12,Saturday,2
24,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,85.0,Apparel,8.941826625230203,15.0,15,Tuesday,2
29,4.9,Windy,High ,scooter ,Metropolitian ,90.0,Pet Supplies,1.5513749733463327,15.0,9,Wednesday,3
22,4.9,Sandstorms,Low ,scooter ,Metropolitian ,95.0,Clothing,1.551396699364718,10.0,26,Saturday,3
20,4.8,Windy,Jam ,van,Metropolitian ,105.0,Clothing,20.861842692644625,5.0,14,Monday,2
38,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,33.0,Grocery,4.588800255833198,10.0,3,Thursday,3
25,4.9,Windy,Medium ,motorcycle ,Urban ,190.0,Outdoors,13.742674023125575,15.0,8,Tuesday,3
28,4.6,Stormy,Medium ,scooter ,Metropolitian ,125.0,Skincare,13.993143509520417,15.0,27,Sunday,3
33,4.3,Sandstorms,Low ,motorcycle ,Urban ,110.0,Jewelry,3.0819702236232125,15.0,11,Friday,2
33,4.6,Cloudy,Low ,motorcycle ,Urban ,75.0,Clothing,1.5495023088971138,10.0,11,Friday,3
33,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,135.0,Books,12.271760427740944,15.0,25,Friday,3
26,5.0,Fog,Medium ,motorcycle ,Urban ,105.0,Outdoors,4.648400072771237,10.0,21,Monday,3
31,5.0,Windy,Medium ,scooter ,Urban ,130.0,Sports,10.73767592244511,15.0,14,Monday,3
23,4.9,Sandstorms,High ,van,Metropolitian ,60.0,Home,6.205589948340002,5.0,11,Friday,3
30,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,150.0,Toys,3.1028522086456105,10.0,26,Saturday,3
22,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,95.0,Books,13.659702783482011,5.0,20,Sunday,3
